年份,病种,住院总费用,住院统筹支付,住院人次
2012,糖尿病并眼部病变,25125.14,21034.35,6
2012,昏迷 NOS,29757.05,20770.45,6
2012,取除内固定装置,31628.79,20387.68,6
2012,充血性心肌病(扩张型心肌病),25752,20122.13,6
2012,慢性阻塞性支气管炎合并感染,25016.16,19488.95,6
2012,腰肌劳损,27339.03,19464,6
2012,湿疹样皮炎,29226.99,19221.22,6
2012,软组织感染,27824.49,19143.89,6
2012,全身衰竭,22037.04,15607.85,6
2012,中毒性肝硬化,22012.36,15566.64,6
2012,心脏植物神经功能紊乱,19918.97,15396.98,6
2012,上颌窦炎,22847.68,15067.48,6
2012,点状角膜炎,21256.23,14669.02,6
2012,血管神经性头痛,22932.4,14574.47,6
2012,耳鸣、耳聋、眩晕综合征,19714.86,14246.97,6
2012,消化性溃疡伴出血,18622.45,13028.33,6
2012,腿脓肿,17735.55,12735.23,6
2012,反流性食管炎,18428.55,12163.6,6
2012,化学性糖尿病,15157.03,11887.81,6
2012,大叶性肺炎,15628.34,11598.55,6
2012,间歇性血尿,16486.01,11414.64,6
2012,睾丸炎和附睾炎,13384.72,8818.84,6
2012,细菌性肺炎,12306.92,8562.92,6
2012,泪囊炎,13610.3,8523.9,6
2012,感染性腹泻,13376.8,8442.45,6
2012,腰骶椎体滑突,11278.08,7820.86,6
2012,前庭大腺囊肿[巴多林氏腺囊肿],14452.32,6996.55,6
2012,骨质疏松伴病理性骨折 NOS,228512.38,179109.32,5
2012,脑干出血,264720.08,155160.87,5
2012,髋骨骨折,126072.82,90859.73,5
2012,多发性骨髓瘤 (C90.0),118166.19,85093.69,5
2012,肱骨头[哈斯]骨软骨病(幼年型),131491.95,81145.16,5
2012,外阴恶性肿瘤,110410.38,79266.18,5
2012,子宫恶性肿瘤 NOS,96761.77,74390.36,5
2012,哮喘性肺炎,87809.7,65309.82,5
2012,营养不良,88248.99,63345.6,5
2012,偏瘫,61019.94,47798.51,5
2012,直肠原位癌,59541,43037.69,5
2012,乙型病毒性肝炎,52449.62,38496.27,5
2012,肝原位癌,52324.25,38081.49,5
2012,下肢溃疡,55919.65,37873.71,5
2012,胫腓骨骨折,52659.87,37804.66,5
2012,自行摔伤,59225.57,37670.08,5
2012,咽部肿物,53273.07,37535.6,5
2012,子宫脱垂 NOS,57449.22,37404.83,5
2012,心肌病,47695.75,36262.41,5
2012,淋巴管恶性肿瘤,49840.55,33840.44,5
2012,腹膜炎,46529.3,33719.66,5
2012,淋巴瘤性甲状腺瘤,49248.6,33052.57,5
2012,乳腺表皮样囊肿,49326.97,31800.17,5
2012,甲状腺腺瘤,45820.77,30944.77,5
2012,支气管扩张症,41088.63,30385.74,5
2012,腹部肿物,42576.56,30075.51,5
2012,脑震荡,40353.29,27736.91,5
2012,心动过速,48038.29,27616.16,5
2012,脊柱炎 NOS,37237.95,27496.05,5
2012,肺假性肿瘤,32987.54,26497.14,5
2012,乳腺炎,39648.31,25461.25,5
2012,陈旧性腰椎骨折,34618.13,24673.87,5
2012,骨质疏松，不伴有病理性骨折,32518.27,24060.97,5
2012,眼睑新生物,37665.19,23954.41,5
2012,高脂血症,34613.84,23603.51,5
2012,粘膜性直肠结肠炎,32008.02,23481.67,5
2012,高热 NOS,31570.38,22641,5
2012,肾脓肿,32251.96,22014.19,5
2012,其他类风湿性关节炎,27778.52,21755.67,5
2012,溃疡性结肠炎,31461.51,21626.33,5
2012,肥大性关节炎[骨关节炎],27755.77,21176.84,5
2012,面肌痉挛,28124.54,21126.07,5
2012,胆囊结石伴坏疽性胆囊炎,30154.24,20581.94,5
2012,胃出血,31646.96,20387.27,5
2012,胆囊结石伴急性胆囊炎(胆石症伴急性胆囊炎),30386.56,20240.15,5
2012,声带小结,30773.88,20089.05,5
2012,操作后循环系统疾患 NOS,26619.33,20065.62,5
2012,乳腺纤维腺瘤 (M90100/0),30570.26,19903.32,5
2012,一过性脑缺血,25691.62,19580.31,5
2012,视网膜出血,30024.01,19216.33,5
2012,慢性乙型病毒性肝炎，不伴有丁型肝炎病毒感染,31285.13,18977.31,5
2012,吸入性肺炎,27050.56,18804.5,5
2012,扁平疣,31134.63,18781.32,5
2012,张力性尿失禁,31040.12,18770.72,5
2012,膝关节囊肿,28989.67,18673.05,5
2012,胃占位病变,23658.52,18546.57,5
2012,食管原位癌,29590.6,18138.77,5
2012,下肢软组织感染,25399.67,18050.47,5
2012,高血压性心脏病 NOS,26297.37,17999.92,5
2012,会厌囊肿,26328.97,17911.43,5
2012,视网膜病变 NOS,27658.08,17889.53,5
2012,髋关节炎,26091.98,17224.15,5
2012,糖尿病伴有多个并发症,21004.88,16533.47,5
2012,更年期综合征,21003.06,15157.34,5
2012,桡骨头骨折,23096.92,15016.2,5
2012,输尿管积水,25214.11,14375.61,5
2012,血小板减少症,22134.91,14279.6,5
2012,老年性心脏瓣膜病,18567.72,14230.26,5
2012,足骨折 NOS,22127.33,13925.98,5
2012,急性附睾炎,18653.54,13480.99,5
2012,角膜溃疡,19258.53,12959.49,5
2012,关节病,19856.04,12767.94,5
2012,细菌性痢疾 NOS,17621.63,12516.48,5
2012,臀脓肿,18093.54,12491.42,5
2012,脓疱疹,16934.07,12352.26,5
2012,发热，伴有寒战,18051.44,12280.42,5
2012,颈臂综合征,15995.87,12075.19,5
2012,毛囊炎,20407.4,11979.34,5
2012,复发性口腔溃疡,16768.69,11882.53,5
2012,腱鞘炎,17325.7,11803.36,5
2012,泌尿系统疾患 NOS,16173.99,11439.3,5
2012,脑血栓后遗症,16082.7,11412.08,5
2012,肝功能不全,17281.88,10804.67,5
2012,阴囊湿疹,19356.42,10657.34,5
2012,胆管结石伴急性胆囊炎,15678.41,10646.94,5
2012,流行性感冒伴胃肠炎，流行性感冒病毒被标明,15848.78,10588.65,5
2012,骨髓炎,17403.88,10569.89,5
2012,慢性胃溃疡,14798.27,10232.13,5
2012,肛乳头肥大,15667.91,10045.06,5
2012,糜烂性食道炎,14507.08,9470.68,5
2012,多发性硬化,12072.57,9341.64,5
2012,茎突骨质增生,12189.94,8220.94,5
2012,急性乳腺炎,12605.65,7416.44,5
2012,面部裂伤,12283.4,7318.26,5
2012,过敏性紫癜[亨诺克(－舍恩莱因)紫癜],11588.43,6765.04,5
2012,下肢多处裂伤,10261.14,6075.87,5
2012,眼外伤 NOS,7649.85,3659.06,5
2012,蛛网膜下腔出血,179545.63,107920.46,4
2012,支气管和肺恶性肿瘤,103538.45,79128.83,4
2012,鼻恶性肿瘤,93813.74,73497.82,4
2012,上肢骨折，不明确的,86768.88,55857.18,4
2012,双侧髋关节骨性关节炎(病),77031.56,55146.04,4
2012,下消化道出血,45246.69,34989.48,4
2012,病理性骨折 NEC,43732.08,34019.24,4
2012,肺肿物,47581.5,33399.31,4
2012,缺血性心脏病,46303.78,33266.33,4
2012,全身性疼痛,47434.38,32993.15,4
2012,呼吸衰竭 NOS,41767.82,31485.31,4
2012,指骨骨折,48231.02,30715.81,4
2012,类银屑病,42911.62,30451.48,4
2012,出血或梗死中风后遗症 NOS,41912.1,30072.5,4
2012,非创伤性颅内出血,50230.68,29847.06,4
2012,急性肺原性心脏病,36239.8,27528.56,4
2012,强直性脊柱炎,36270.15,25768.32,4
2012,其他肺原性心脏病,34600.58,25742.39,4
2012,急性心肌梗死,31915.57,25245.08,4
2012,乳房肿块,35633.24,24895.25,4
2012,网球肘,39554.01,24205.09,4
2012,陈旧性半月板损伤,38074.13,22977.53,4
2012,复合性外伤,31204.53,22583.43,4
2012,子宫腺肌瘤,34399.31,22465.26,4
2012,子宫内膜恶性肿瘤,29663.99,21270.93,4
2012,陈旧性尺、桡骨骨折,28406.49,19714.69,4
2012,慢性乙型病毒肝炎，伴有丁型肝炎病毒感染,31603.85,19655.73,4
2012,纵膈恶性淋巴瘤 (M95900/3),25873.08,18648.1,4
2012,缺血性心肌病,23922.02,18641.2,4
2012,老年性肺气肿,22302.69,17327.93,4
2012,臂骨折,24583.27,17176.9,4
2012,创伤性脑梗塞,21817.96,17051.78,4
2012,类风湿性心脏病,21324.39,16595.11,4
2012,面部蜂窝织炎,22171.09,16364,4
2012,食管癌根治手术,23491.16,16358.55,4
2012,急性肾炎,21440.14,16205.96,4
2012,胰腺囊肿,22564.53,16156.36,4
2012,视神经炎,23897,15957.82,4
2012,焦虑状态,25129.92,15830.42,4
2012,转移性癌 NOS,20532.43,15743.47,4
2012,缺铁性贫血,23356.29,15214.58,4
2012,耻骨骨折,21344.86,14914.64,4
2012,足擦伤伴感染,20088.97,14821.4,4
2012,低血糖性昏迷,21397.42,13949.53,4
2012,结节性痒疹[海德氏病],21444.96,13428.72,4
2012,胃潴留,20778.92,13111.01,4
2012,糖尿病性足病,18013.81,12825.54,4
2012,慢性阻塞性支气管炎,14891.49,11896.4,4
2012,慢性继发感染性支气管炎,14934.23,11722.4,4
2012,糖尿病性周围神经病,14843.29,11604.68,4
2012,慢性单纯性支气管炎,14909.61,11571.26,4
2012,膝关节痛,17577.5,11498.36,4
2012,骶骨骨折,15738.74,11476.24,4
2012,下肢脉管炎,14061.81,11225.66,4
2012,卵巢黄体破裂,19649.66,11172.88,4
2012,软组织疾患,16310.83,11096.47,4
2012,肌筋膜炎,13931.23,10768.33,4
2012,肋间神经痛,14836.55,10471.81,4
2012,陈旧性睫状体磁性异物,13530.1,9955.76,4
2012,鞘膜积液,15574.54,9841.7,4
2012,感染性关节炎,11813.41,9237.75,4
2012,脂肪瘤 (M88500/0) NOS,15659.18,9126.59,4
2012,短暂性大脑缺血,11469.84,8763.1,4
2012,鼻咽炎,13691.35,8734.57,4
2012,慢性肾小球肾炎,11812.94,8353.14,4
2012,感染性发热,11011.12,8324.6,4
2012,特发性(原发性)高血压,10852.54,7891.62,4
2012,耳廓肿物,13122.43,7818.36,4
2012,眼睑炎,14013.55,7713.58,4
2012,耳前瘘管感染,11605.88,6929.46,4
2012,其他女性盆腔炎性疾病,12595.44,6820.15,4
2012,子宫颈炎伴溃疡,10391.5,6820.06,4
2012,手指感染,11253.01,6811.87,4
2012,趾甲沟炎,10470.11,6744.04,4
2012,急性毛细支气管炎,9644.14,6624.6,4
2012,腰椎关节紊乱,11771.02,6623.42,4
2012,鼓膜炎,11986.47,6557.34,4
2012,胰岛素依赖Ⅰ型糖尿病,9052.31,6482.28,4
2012,急性子宫炎,9870.48,6441.52,4
2012,痤疮,11915.13,6415.56,4
2012,手指开放性外伤伴并发症,9124.13,5950.27,4
2012,面部挫裂伤,8892.67,5395.7,4
2012,角膜结膜炎,9431.77,5122.72,4
2012,煤矽肺,6870.05,4732.57,4
2012,胃肠炎(出血性)(急性),5575.37,2662.92,4
2012,前置胎盘,11808.56,1397.9,4
2012,扁桃体恶性肿瘤,150372.94,116630.89,3
2012,慢性肾功能衰竭，尿毒症期,115455.27,88090.88,3
2012,肱骨踝上骨折,131979.86,82609.54,3
2012,肺结核，显微镜检证实,95660.02,73864.9,3
2012,其他慢性肾衰竭,90828.11,64814.26,3
2012,创伤性硬膜下血肿,72039.24,57709.09,3
2012,肺结节病,84447.47,53256.01,3
2012,器质性精神障碍 NOS,67543.98,47683.94,3
2012,骨盆骨折,67740.8,47580.69,3
2012,腹股沟脓肿,58074,46177.63,3
2012,门诊透析,59113.71,42641.49,3
2012,胆管癌 (C22.1),59577.59,39074.45,3
2012,膀胱恶性肿瘤 NOS,50450.31,37144.69,3
2012,自家免疫性肝炎,37234.5,32253.3,3
2012,肝胆管结石,39832.6,30032.35,3
2012,单纯癌,38292.15,27713.62,3
2012,10651,37176.99,27392.65,3
2012,肺继发恶性肿瘤,40433.83,26807.21,3
2012,心肾衰竭,39022.27,26732.36,3
2012,软骨瘤 NOS,41966.94,26722.25,3
2012,小腿损伤 NOS,36146.31,26649.57,3
2012,带状疱疹后末稍神经炎,35147.36,26335.45,3
2012,椎管狭窄,35123.67,25878.82,3
2012,Ⅰ度子宫脱垂,38169.76,25775.33,3
2012,陈旧性膝关节韧带损伤,33662.93,25250.28,3
2012,下肢静脉血栓形成,33353.18,24339.12,3
2012,下肢深静脉栓塞,49971.67,24092.24,3
2012,肾性糖尿病,31812.87,23226.31,3
2012,脑血管造影后脑血管痉挛,30740.18,22918.66,3
2012,呼吸暂停,36807.13,21633.53,3
2012,恶性淋巴瘤 NOS,28555.95,20952.4,3
2012,周围神经炎,26548.61,20660.61,3
2012,急性胆管炎,27245.07,19264.17,3
2012,骨膜炎 NOS,26814.82,19017.61,3
2012,头部损伤,27974.54,18984.42,3
2012,腘窝[贝克]囊肿,31669.71,18796.22,3
2012,鹰嘴骨折,29579.08,18643.58,3
2012,食管癌术后吻合口瘘,25446.02,18522.93,3
2012,胃恶性肿瘤,25094.48,18309.78,3
2012,系统性红斑狼疮,26990.63,18083.76,3
2012,肿瘤,23565.48,18059.68,3
2012,子宫颈原位癌 NOS,26365.38,17728.37,3
2012,肝肿物,23771.1,16814.08,3
2012,甲状腺炎,23618.64,16798.12,3
2012,波特瘤浮肿性,22011.55,16736.53,3
2012,慢性胰腺炎,23221.47,16644.36,3
2012,足溃疡,27172.26,16216.66,3
2012,鼻咽恶性肿瘤 NOS,23365.71,16209.38,3
2012,颈内动脉缺血,20186.21,16159.25,3
2012,尿痛 NOS,26289.51,15844.08,3
2012,跟腱炎[艾伯特综合征],22804.3,15230.1,3
2012,足蜂窝织炎,20000.49,14786.44,3
2012,皮脂囊肿(粉瘤),20976.39,14498.13,3
2012,胆囊管结石,21459.62,14368.44,3
2012,交叉性面神经偏瘫,20802.53,14141.73,3
2012,溃疡性结肠炎 NOS,21181.98,14112.74,3
2012,甲状腺良性肿瘤,20221.41,14055.07,3
2012,其他皮炎,20402.69,13628.49,3
2012,睡眠呼吸暂停综合征,23234.75,13626.79,3
2012,出血性内痔,19119.51,13597.96,3
2012,胃病,20220.15,13242.37,3
2012,恶性高血压[急进型高血压病],16842.49,12906.88,3
2012,神经痛 NOS,22977.18,12894.07,3
2012,代谢性白内障,25048.58,12862.48,3
2012,前列腺腺瘤,16103.39,12628.4,3
2012,腰椎脱位,17192.58,12578.18,3
2012,老年前期白内障,25490.42,12319.31,3
2012,面神经疾患,17781.57,12273.29,3
2012,神经衰弱[比尔德氏病],17565.52,12219.03,3
2012,食管恶性肿瘤 NOS,17373.11,12027.07,3
2012,视网膜脱离 NOS,28594,11994.31,3
2012,眼色素膜炎[葡萄膜炎],18398.6,11771.89,3
2012,玻璃体出血,17462.68,11744.76,3
2012,继发性糖尿病,15682.44,11540.93,3
2012,盆腔肿物,20413.89,11536.87,3
2012,卵巢良性肿瘤,26207.3,11436.72,3
2012,上颌窦囊肿,17440.8,11436.03,3
2012,鼻咽部囊肿,18411.96,11365.59,3
2012,头皮挫伤,16103.89,11275,3
2012,声带囊肿,19107.41,11160.13,3
2012,包皮溃疡,15509.44,10944.57,3
2012,慢性细支气管炎,13789.25,10825.09,3
2012,腹水 NOS,14678.9,10720.39,3
2012,急性心肌炎,16666.65,10713.3,3
2012,甲状腺毒症(甲状腺功能亢进症),16168.16,10611.1,3
2012,膝关节损伤,15767.8,10555.48,3
2012,结肠原位癌,16330.5,10480.2,3
2012,喉恶性肿瘤 NOS,16160.96,10341.57,3
2012,身体多处挫伤,15776.83,10287.98,3
2012,多发性骨髓瘤[卡勒病] (M97320/3),13693.52,10241.91,3
2012,肠粘连,14794.62,10089.63,3
2012,玫瑰糠疹,16160.86,10029.73,3
2012,血栓性外痔,15357.13,9750.53,3
2012,红斑狼疮,14347.13,9661.27,3
2012,淋巴结炎,13536.34,9457.08,3
2012,脂溢性皮炎,17197.51,9407.65,3
2012,慢性胰腺炎急性发作,12422.29,9219.3,3
2012,乙状结肠炎,13921.43,9215.86,3
2012,肛管炎,13540.63,9124.79,3
2012,腰椎横突综合征,11328.65,9106.63,3
2012,高血压性心脏病和肾脏病,10928.95,9084.94,3
2012,结肠腺瘤样息肉病 (D12.-),13876.85,9048.03,3
2012,膝关节变性,11284.05,8981.98,3
2012,精索静脉曲张,14429.22,8757.87,3
2012,腰背痛,11681.87,8692.17,3
2012,韧带囊肿,14900.32,8682.16,3
2012,眼角膜溃疡穿孔,13688.58,8679.74,3
2012,消化道穿孔,12166.7,8672.11,3
2012,手烧伤,13153.6,8588.5,3
2012,急性鼻咽炎(普通感冒),13921.27,8586.05,3
2012,足外伤伴并发症,11358.2,8549.95,3
2012,陈旧性会阴裂伤,11041.7,8360.52,3
2012,腕部骨折,12416.7,8342.92,3
2012,视网膜病,17783.64,8013.71,3
2012,小腿挫伤,13797.54,7992.76,3
2012,双踝骨折,16920.36,7907.81,3
2012,慢性化脓性中耳炎,12212.25,7877.29,3
2012,过敏性鼻炎(变应性鼻炎),11772.57,7771.26,3
2012,子宫内膜息肉,12437.37,7663.89,3
2012,关节腱鞘囊肿,10778.34,7640.15,3
2012,淋巴管炎,9959.91,7550.85,3
2012,足部裂伤,10737.6,7470.92,3
2012,颈椎间盘变性,11050.85,7371.38,3
2012,胃十二指肠溃疡[消化性溃疡],11038.6,7362.14,3
2012,脑栓塞,10248.23,7333.59,3
2012,急性肝炎(非病毒性),11190.32,7130.82,3
2012,包皮龟头炎,11607.51,7079.16,3
2012,鼻前庭炎,9917.78,6997.68,3
2012,慢性喉炎,12387.86,6915.65,3
2012,其他骨病,12265.29,6875.96,3
2012,心房纤维性颤动(心房纤颤),9309.55,6723.79,3
2012,肝细胞性黄疸,8801.51,6708.04,3
2012,口腔原位癌,9917.69,6521.21,3
2012,高血压危象,8438.99,6517.13,3
2012,肾炎(肾小球肾炎) NOS,9082.38,6309.61,3
2012,肝管结石伴慢性胆囊炎,9434.81,6166.28,3
2012,颌下腺炎,9341.69,6086.09,3
2012,肛门搔痒症,9511.45,6059.65,3
2012,药物过敏反应,9336.05,6055.93,3
2012,急性子宫内膜炎,8338.17,6031.66,3
2012,鼻结石,8399.7,5936.52,3
2012,呕血,8284.64,5909.46,3
2012,蜂螫伤,10571.44,5870.24,3
2012,青光眼 NOS,9705.57,5859.09,3
2012,会阴炎性包块,9998.24,5775.01,3
2012,颅内占位性病变,8149.17,5759.39,3
2012,骨折内固定术后疼痛,10633.2,5736.48,3
2012,拇指骨折,8949.56,5676.34,3
2012,急性喘息性气管炎,7923.66,5669.1,3
2012,尿道炎和尿道综合征,8488.31,5652,3
2012,皮脂腺病,9193.4,5650.57,3
2012,婴儿支气管肺炎,7373.94,5571.31,3
2012,疱疹性湿疹,9030.25,5570.93,3
2012,老年搔痒症,8620.63,5533.82,3
2012,慢性中耳炎,8534.07,5505.96,3
2012,食道内异物,8933.28,5415.29,3
2012,子宫体炎,8051.66,5395.2,3
2012,皮肤挫伤,7124.21,5361.49,3
2012,肠炎性包块,8184.33,5205.73,3
2012,胆管结石伴(慢性)胆囊炎,6712.63,5184.6,3
2012,脓疱病性湿疹,7496.96,5174.7,3
2012,持续性血尿,7876.29,5031.6,3
2012,下泌尿道结石,7974.77,5018.66,3
2012,发作性眩晕,8305.76,4783.2,3
2012,煤尘肺(炭末肺),6015.99,4626.49,3
2012,手指损伤,7486.59,4469.12,3
2012,急性出血性胃肠炎,6289.84,4130.63,3
2012,高位截瘫,7041.67,4116.48,3
2012,感染性荨麻疹,7126.84,4021.94,3
2012,多形红斑,7704.98,4017.74,3
2012,喉炎,6548.68,4015.15,3
2012,陈旧性锁骨骨折,6484.02,3950.58,3
2012,头.面.颈部脂肪瘤 (M88500/0),8621.79,3866.88,3
2012,滑膜炎和腱鞘炎,6376.95,3865.06,3
2012,手开放性外伤伴并发症,5675.72,3808.64,3
2012,颌面间隙感染,6190.74,3665.37,3
2012,细菌性阴道炎,5557.77,3617.12,3
2012,急性蜂窝织炎,5875.88,3613.61,3
2012,胸部挫伤,5602.24,3594.1,3
2012,咽周脓肿,5123.19,3399.32,3
2012,视网膜中央静脉阻塞,5878.05,3348.1,3
2012,阑尾包块,6330.68,3298.84,3
2012,慢性骨膜炎,5543.6,3262.99,3
2012,十二指肠炎,5327.39,3082.64,3
2012,扁桃体周围炎,6052.73,3029.97,3
2012,异位妊娠,7441.42,2989.97,3
2012,中暑热,4888.23,2867.23,3
2012,子宫颈赘生物,5055.27,2860.88,3
2012,乳房纤维囊性乳腺病,5165.92,2821.88,3
2012,非化脓性中耳炎,5172.96,2747.69,3
2012,妊娠呕吐(早期),6049.41,2358.94,3
2012,酒精中毒致精神障碍,4134.77,2123.22,3
2012,胰腺良性肿瘤,266454,203158.72,2
2012,非霍奇[何杰]金氏恶性淋巴瘤 (M95900/3),122932.73,95376.06,2
2012,十二指肠良性肿瘤,107208.93,73273.56,2
2012,梗阻性黄疸,91581.88,68120.79,2
2012,乙状结肠良性肿瘤,100229,63628.45,2
2012,浆细胞性骨髓瘤 (M97320/3),74257.17,59628.04,2
2012,成年型糖尿病[成人发病型糖尿病],68975.88,49324.97,2
2012,肾门恶性肿瘤,61136.72,46158.25,2
2012,神经节神经胶质瘤,47647.83,38968.66,2
2012,腹部切口浆液积聚,51074.96,33948.33,2
2012,扁桃体恶性淋巴瘤 (M95900/3),38793.83,30114.56,2
2012,丙型病毒性肝炎,37365.75,29477.85,2
2012,直肠乙状结肠异物,40548.98,29081.02,2
2012,骨和软骨肿瘤,42470.19,29027.26,2
2012,内踝骨折,46783.02,29012.8,2
2012,踝挫伤,39148.8,28403.44,2
2012,骨恶性肿瘤,37552.3,28221.3,2
2012,尾骨骨折,47655.83,28158.05,2
2012,颈部骨折,47096.97,27236.94,2
2012,肺脓肿,39874.1,26625.92,2
2012,小腿损伤,52959.66,26446.75,2
2012,直肠绒毛状乳头状瘤,36115.01,26199.33,2
2012,小脑出血,36622.12,26078.78,2
2012,胃良性肿瘤,34858.29,24814.55,2
2012,陈旧性骨折,31691.97,23709.78,2
2012,颅内血肿(非创伤性),35943.56,23630.73,2
2012,升结肠良性肿瘤,29118.45,23419.09,2
2012,残胃炎,31810.06,23327.28,2
2012,三碘甲状腺原氨酸型甲状腺机能亢进[Ｔ3型甲亢],30134.14,22908,2
2012,小脑梗塞,30389.54,22810.68,2
2012,下泌尿道结石 NOS,30761.48,22738.65,2
2012,肺门恶性肿瘤,31377.41,20985.07,2
2012,消化不良,27681.25,20270.63,2
2012,创伤性脑损伤,29720.51,19977.4,2
2012,恶性肿瘤（癌症）,28785.24,19850.47,2
2012,骨折畸形愈合,27068.25,19796.16,2
2012,胃肠功能紊乱,24730.22,19740.3,2
2012,肝硬化所致的精神障碍,27038.74,19368.11,2
2012,前臂骨折,26225.6,19097.57,2
2012,足损伤,28714.48,18834.07,2
2012,肝脓肿,26458.48,18640.33,2
2012,慢性淋巴结炎,22826.62,18486.71,2
2012,肝病,25752.97,18241.07,2
2012,肝血管瘤病,32425.44,17665.29,2
2012,腕骨骨折,23880,17612.68,2
2012,苔癣样皮炎,27281.22,17460.97,2
2012,中风家族史,24984.98,17063.89,2
2012,结肠、直肠恶性肿瘤,21970.1,16929.02,2
2012,鼻疽,24086.83,16506.65,2
2012,耳出血,21380.11,15302.98,2
2012,其他贫血,21984.23,14851.7,2
2012,精神源性便秘,20243.06,14795.47,2
2012,阵发性室上性心动过速,26417.68,14493.25,2
2012,胸膜炎伴积液,18604.28,14056.53,2
2012,肺脓肿伴肺炎,19599.44,13860.42,2
2012,肠息肉,21305.16,12979.43,2
2012,抽搐状态,16542.92,12859.6,2
2012,伤寒肺炎,17211.62,12669.96,2
2012,高尿酸血症,15604.7,12554.56,2
2012,子宫颈恶性肿瘤 NOS,18137.02,12437.24,2
2012,外阴恶性肿瘤 NOS,16227.64,12369.25,2
2012,尿道肉阜,17056.03,12338.04,2
2012,慢性心肌缺血,14290.37,12290.81,2
2012,慢性硬膜下血肿,19447.34,12177.73,2
2012,胆囊癌切除个人史,14735.56,11968.77,2
2012,陈旧性肱骨骨折,18031.19,11893.8,2
2012,莱贝尔视神经萎缩(遗传性),17167.62,11878.4,2
2012,舌炎性肿块,16703.82,11837.71,2
2012,胃下垂,15992.96,11345.45,2
2012,急性化脓性支气管炎,14220,11250.76,2
2012,包茎,15260.71,10911.88,2
2012,枕骨骨折,17057.65,10842.73,2
2012,机械性肠梗阻,14800.05,10711.47,2
2012,肩部脂肪瘤 (M88500/0),15499.62,10647.86,2
2012,短暂性大脑缺血性发作和相关的综合征,15355.58,10636.65,2
2012,肛周区癣,16683.43,10507.04,2
2012,骨髓炎 NOS,15856.09,10435.99,2
2012,乙型肝炎相关性肾炎,14752.81,10398.53,2
2012,急性肾功能不全,13258.98,10312.23,2
2012,乙肝并发于妊娠、分娩和产褥期,15916.99,10260,2
2012,痉挛,13785.06,10169.18,2
2012,桡骨骨干骨折,14123.49,10131.07,2
2012,直肠类癌,14219.81,9985.55,2
2012,急性胃溃疡,18398.85,9966.7,2
2012,腮腺囊肿,16505.07,9951.97,2
2012,肩板骨折,15226.09,9909.51,2
2012,家族性扩张性心肌病,13450.88,9902.11,2
2012,脑器质性精神病,13269.77,9827.35,2
2012,肝内胆管恶性肿瘤 (M81600/3),14073.78,9819.92,2
2012,眼睑痉挛,15122.84,9652.48,2
2012,尾骨疼痛,13445.23,9629.13,2
2012,子宫附件肿块,15390.1,9499.95,2
2012,外伤性喉蹼,11894.78,9372.86,2
2012,腰部损伤,12051.5,9237.58,2
2012,肛门脱垂(脱肛),13316.45,9181.64,2
2012,心脏神经官能症,11334.04,9161.91,2
2012,环形红斑,12940.87,9016.35,2
2012,酒精性肝炎,13095.58,8952.66,2
2012,慢性膝关节滑膜炎,13427.66,8909.78,2
2012,营养性贫血,12116.55,8909.05,2
2012,臀部良性肿瘤,13929.66,8886.62,2
2012,运动神经元病,13370.04,8593.03,2
2012,特发性房颤,12469.75,8590.8,2
2012,耳部皮下肿物,11988.51,8322.52,2
2012,扁桃体肥大[扁桃体增生],14078.2,8239.29,2
2012,膀胱原位癌,10583.15,8161.79,2
2012,胸椎间盘脱出,11877.53,8160.15,2
2012,会厌增生,12578.27,8102.48,2
2012,髋关节病,11426.41,8045.9,2
2012,盲肠炎,11495.36,7992.14,2
2012,慢性溃疡性直肠炎,12913.53,7958.29,2
2012,子宫内膜样腺癌 (C56),10143.4,7941.75,2
2012,肝血管瘤 (M91200/0),15657.22,7925.28,2
2012,慢性格林巴利氏综合征,11514.94,7917.9,2
2012,室性心律失常,10284.79,7799.73,2
2012,心房纤颤和扑动,10049.31,7753.14,2
2012,先天性肾囊肿,10674.8,7723.94,2
2012,脑膜瘤 (M95300/0),10567.13,7698.49,2
2012,高血压性脑病,11122.43,7689.51,2
2012,化脓性鼻窦炎,11663.28,7615.35,2
2012,急性鼻窦脓肿,10224.32,7546.47,2
2012,指甲沟炎,9812.28,7543.75,2
2012,老年性疱疹样皮炎,10114.41,7484.54,2
2012,颌下淋巴结炎,9248.74,7461.1,2
2012,甲亢性周期性麻痹,9781.01,7457.91,2
2012,颈部脊髓损伤,11757.24,7455.11,2
2012,尿道息肉,10422.12,7447.47,2
2012,手皮肤感染,10773.87,7328.61,2
2012,上消化道溃疡穿孔,9457.07,7302.73,2
2012,低血容量休克,9779.54,7302.52,2
2012,眼睑异物,11255.66,7301.38,2
2012,足舟状骨骨折,12246.65,7271.52,2
2012,肱二头肌腱炎,11232.87,7269.11,2
2012,高血脂性肝脾大,10087.02,7268.17,2
2012,大腿肉瘤(股脂肪),10214.2,7188.58,2
2012,大隐静脉曲张伴溃疡,9908.67,7128.43,2
2012,创伤性脑出血,9645.14,7102.95,2
2012,乳房原位癌,9766.81,7091.4,2
2012,舌疾病,10874.86,7069.75,2
2012,单纯性慢性贫血,9023.55,6985.88,2
2012,甲状腺机能亢进,9688.3,6931.38,2
2012,宫颈原位癌,23199.65,6876.3,2
2012,脑血管供血不足伴短暂性局灶性神经症状,8771.81,6814.69,2
2012,脑(动脉)血管硬化,8797.79,6761.88,2
